timestamp,direction,entry_price,sl,tp,final_score,trend_score,breakout_score,pullback_score,reversal_score,session_score,regime,result_r,exit_price,close_time
2025-11-14 13:25:00,BUY,4055.78,4055.28,4056.78,93.27595528078163,0.0,0.0,0.0,93.27595528078163,100.0,UNKNOWN,-1.0,4055.28,2025-11-14 13:30:00
2025-11-14 13:35:00,BUY,4055.882,4055.382,4056.882,89.3234240496087,0.0,0.0,0.0,89.3234240496087,100.0,UNKNOWN,-1.0,4055.382,2025-11-14 13:40:00
2025-11-14 13:45:00,BUY,4052.368,4051.868,4053.368,92.46664568924274,0.0,0.0,0.0,92.46664568924274,100.0,UNKNOWN,-1.0,4051.868,2025-11-14 13:50:00
2025-12-29 15:20:00,BUY,4315.8910000000005,4315.3910000000005,4316.8910000000005,87.3916822345793,0.0,0.0,0.0,87.3916822345793,100.0,UNKNOWN,-1.0,4315.3910000000005,2025-12-29 15:25:00
2026-01-29 15:20:00,BUY,5294.863,5294.363,5295.863,85.62381143826819,0.0,0.0,0.0,85.62381143826819,100.0,UNKNOWN,-1.0,5294.363,2026-01-29 15:25:00
2026-01-29 15:30:00,BUY,5162.635,5162.135,5163.635,100.0,0.0,0.0,0.0,108.63274170720253,100.0,UNKNOWN,-1.0,5162.135,2026-01-29 15:35:00
2026-02-12 16:25:00,BUY,4897.411,4896.911,4898.411,93.28305628650419,0.0,0.0,0.0,93.28305628650419,100.0,UNKNOWN,-1.0,4896.911,2026-02-12 16:30:00
2026-02-27 13:15:00,SELL,5218.245,5218.745,5217.245,89.2434167661957,0.0,0.0,0.0,-89.2434167661957,100.0,UNKNOWN,-1.0,5218.745,2026-02-27 13:20:00
2026-02-27 13:25:00,SELL,5234.849,5235.349,5233.849,100.0,0.0,0.0,0.0,-106.27082596792562,100.0,UNKNOWN,-1.0,5235.349,2026-02-27 13:30:00
2026-04-17 13:05:00,SELL,4862.563,4863.063,4861.563,93.37292663336342,0.0,0.0,0.0,-93.37292663336342,100.0,UNKNOWN,-1.0,4863.063,2026-04-17 13:10:00
